bin_num	chr	start	end	bin5mb	arm
15453	chr9	112700000	112799999	298	9q
15454	chr9	112800000	112899999	298	9q
15455	chr9	112900000	112999999	298	9q
15456	chr9	113000000	113099999	298	9q
15457	chr9	113100000	113199999	298	9q
15458	chr9	113200000	113299999	298	9q
15459	chr9	113300000	113399999	298	9q
15460	chr9	113400000	113499999	298	9q
15461	chr9	113500000	113599999	298	9q
15462	chr9	113600000	113699999	298	9q
15463	chr9	113700000	113799999	298	9q
15464	chr9	113800000	113899999	298	9q
15465	chr9	113900000	113999999	298	9q
15466	chr9	114000000	114099999	298	9q
15467	chr9	114100000	114199999	298	9q
15468	chr9	114200000	114299999	298	9q
15469	chr9	114300000	114399999	298	9q
15470	chr9	114400000	114499999	298	9q
15471	chr9	114500000	114599999	298	9q
15472	chr9	114600000	114699999	298	9q
15473	chr9	114700000	114799999	298	9q
15474	chr9	114800000	114899999	298	9q
15475	chr9	114900000	114999999	298	9q
15476	chr9	115000000	115099999	298	9q
15477	chr9	115100000	115199999	298	9q
15478	chr9	115200000	115299999	298	9q
15479	chr9	115300000	115399999	298	9q
15480	chr9	115400000	115499999	298	9q
15481	chr9	115500000	115599999	297	9q
15482	chr9	115600000	115699999	297	9q
15483	chr9	115700000	115799999	297	9q
15484	chr9	115800000	115899999	297	9q
15485	chr9	115900000	115999999	297	9q
15486	chr9	116000000	116099999	297	9q
15487	chr9	116100000	116199999	297	9q
15488	chr9	116200000	116299999	297	9q
15489	chr9	116300000	116399999	297	9q
15490	chr9	116400000	116499999	297	9q
15491	chr9	116500000	116599999	297	9q
15492	chr9	116600000	116699999	297	9q
15493	chr9	116700000	116799999	297	9q
15494	chr9	116800000	116899999	297	9q
15495	chr9	116900000	116999999	297	9q
15496	chr9	117000000	117099999	297	9q
15497	chr9	117100000	117199999	297	9q
15498	chr9	117200000	117299999	297	9q
15499	chr9	117300000	117399999	297	9q
15500	chr9	117400000	117499999	297	9q
15501	chr9	117500000	117599999	297	9q
15502	chr9	117600000	117699999	297	9q
15503	chr9	117700000	117799999	297	9q
15504	chr9	117800000	117899999	297	9q
15505	chr9	117900000	117999999	297	9q
15506	chr9	118000000	118099999	297	9q
15507	chr9	118100000	118199999	297	9q
15508	chr9	118200000	118299999	297	9q
15509	chr9	118300000	118399999	297	9q
15510	chr9	118400000	118499999	297	9q
15511	chr9	118500000	118599999	297	9q
15512	chr9	118600000	118699999	297	9q
15513	chr9	118700000	118799999	297	9q
15514	chr9	118800000	118899999	297	9q
15515	chr9	118900000	118999999	297	9q
15516	chr9	119000000	119099999	297	9q
15517	chr9	119100000	119199999	297	9q
15518	chr9	119200000	119299999	297	9q
15519	chr9	119300000	119399999	297	9q
15520	chr9	119400000	119499999	297	9q
15521	chr9	119500000	119599999	297	9q
15522	chr9	119600000	119699999	297	9q
15523	chr9	119700000	119799999	297	9q
15524	chr9	119800000	119899999	297	9q
15525	chr9	119900000	119999999	297	9q
15526	chr9	120000000	120099999	297	9q
15527	chr9	120100000	120199999	297	9q
15528	chr9	120200000	120299999	297	9q
15529	chr9	120300000	120399999	297	9q
15530	chr9	120400000	120499999	297	9q
15531	chr9	120500000	120599999	296	9q
15532	chr9	120600000	120699999	296	9q
15533	chr9	120700000	120799999	296	9q
15534	chr9	120800000	120899999	296	9q
15535	chr9	120900000	120999999	296	9q
15536	chr9	121000000	121099999	296	9q
15537	chr9	121100000	121199999	296	9q
15538	chr9	121200000	121299999	296	9q
15539	chr9	121300000	121399999	296	9q
15540	chr9	121400000	121499999	296	9q
15541	chr9	121500000	121599999	296	9q
15542	chr9	121600000	121699999	296	9q
15543	chr9	121700000	121799999	296	9q
15544	chr9	121800000	121899999	296	9q
15545	chr9	121900000	121999999	296	9q
15546	chr9	122000000	122099999	296	9q
15547	chr9	122100000	122199999	296	9q
15548	chr9	122200000	122299999	296	9q
15549	chr9	122300000	122399999	296	9q
15550	chr9	122400000	122499999	296	9q
15551	chr9	122500000	122599999	296	9q
15552	chr9	122600000	122699999	296	9q
15553	chr9	122700000	122799999	296	9q
15554	chr9	122800000	122899999	296	9q
15555	chr9	122900000	122999999	296	9q
15556	chr9	123000000	123099999	296	9q
15557	chr9	123100000	123199999	296	9q
15558	chr9	123200000	123299999	296	9q
15559	chr9	123300000	123399999	296	9q
15560	chr9	123400000	123499999	296	9q
15561	chr9	123500000	123599999	296	9q
15562	chr9	123600000	123699999	296	9q
15563	chr9	123700000	123799999	296	9q
15564	chr9	123800000	123899999	296	9q
15565	chr9	123900000	123999999	296	9q
15566	chr9	124000000	124099999	296	9q
15567	chr9	124100000	124199999	296	9q
15568	chr9	124200000	124299999	296	9q
15569	chr9	124300000	124399999	296	9q
15570	chr9	124400000	124499999	296	9q
15571	chr9	124500000	124599999	296	9q
15572	chr9	124600000	124699999	296	9q
15573	chr9	124700000	124799999	296	9q
15574	chr9	124800000	124899999	296	9q
15575	chr9	124900000	124999999	296	9q
15576	chr9	125000000	125099999	296	9q
15577	chr9	125100000	125199999	296	9q
15578	chr9	125200000	125299999	296	9q
15579	chr9	125300000	125399999	296	9q
15580	chr9	125400000	125499999	296	9q
15581	chr9	125500000	125599999	295	9q
15582	chr9	125600000	125699999	295	9q
15583	chr9	125700000	125799999	295	9q
15584	chr9	125800000	125899999	295	9q
15585	chr9	125900000	125999999	295	9q
15586	chr9	126000000	126099999	295	9q
15587	chr9	126100000	126199999	295	9q
15588	chr9	126200000	126299999	295	9q
15589	chr9	126300000	126399999	295	9q
15590	chr9	126400000	126499999	295	9q
15591	chr9	126500000	126599999	295	9q
15592	chr9	126600000	126699999	295	9q
15593	chr9	126700000	126799999	295	9q
15594	chr9	126800000	126899999	295	9q
15595	chr9	126900000	126999999	295	9q
15596	chr9	127000000	127099999	295	9q
15597	chr9	127100000	127199999	295	9q
15598	chr9	127200000	127299999	295	9q
15599	chr9	127300000	127399999	295	9q
15600	chr9	127400000	127499999	295	9q
15601	chr9	127500000	127599999	295	9q
15602	chr9	127600000	127699999	295	9q
15603	chr9	127700000	127799999	295	9q
15604	chr9	127800000	127899999	295	9q
15605	chr9	127900000	127999999	295	9q
15606	chr9	128000000	128099999	295	9q
15607	chr9	128100000	128199999	295	9q
15608	chr9	128200000	128299999	295	9q
15609	chr9	128300000	128399999	295	9q
15610	chr9	128400000	128499999	295	9q
15611	chr9	128500000	128599999	295	9q
15612	chr9	128600000	128699999	295	9q
15613	chr9	128700000	128799999	295	9q
15614	chr9	128800000	128899999	295	9q
15615	chr9	128900000	128999999	295	9q
15616	chr9	129000000	129099999	295	9q
15617	chr9	129100000	129199999	295	9q
15618	chr9	129200000	129299999	295	9q
15619	chr9	129300000	129399999	295	9q
15620	chr9	129400000	129499999	295	9q
15621	chr9	129500000	129599999	295	9q
15622	chr9	129600000	129699999	295	9q
15623	chr9	129700000	129799999	295	9q
15624	chr9	129800000	129899999	295	9q
15625	chr9	129900000	129999999	295	9q
15626	chr9	130000000	130099999	295	9q
15627	chr9	130100000	130199999	295	9q
15628	chr9	130200000	130299999	295	9q
15629	chr9	130300000	130399999	295	9q
15630	chr9	130400000	130499999	295	9q
15631	chr9	130500000	130599999	294	9q
15632	chr9	130600000	130699999	294	9q
15633	chr9	130700000	130799999	294	9q
15634	chr9	130800000	130899999	294	9q
15635	chr9	130900000	130999999	294	9q
15636	chr9	131000000	131099999	294	9q
15637	chr9	131100000	131199999	294	9q
15638	chr9	131200000	131299999	294	9q
15639	chr9	131300000	131399999	294	9q
15640	chr9	131400000	131499999	294	9q
15641	chr9	131500000	131599999	294	9q
15642	chr9	131600000	131699999	294	9q
15643	chr9	131700000	131799999	294	9q
15644	chr9	131800000	131899999	294	9q
15645	chr9	131900000	131999999	294	9q
15646	chr9	132000000	132099999	294	9q
15647	chr9	132100000	132199999	294	9q
15648	chr9	132200000	132299999	294	9q
15649	chr9	132300000	132399999	294	9q
15650	chr9	132400000	132499999	294	9q
15651	chr9	132500000	132599999	294	9q
15652	chr9	132600000	132699999	294	9q
15653	chr9	132700000	132799999	294	9q
15654	chr9	132800000	132899999	294	9q
15655	chr9	132900000	132999999	294	9q
15656	chr9	133300000	133399999	294	9q
15657	chr9	133400000	133499999	294	9q
15658	chr9	133500000	133599999	294	9q
15659	chr9	133600000	133699999	294	9q
15660	chr9	133700000	133799999	294	9q
15661	chr9	133800000	133899999	294	9q
15662	chr9	133900000	133999999	294	9q
15663	chr9	134000000	134099999	294	9q
15664	chr9	134100000	134199999	294	9q
15665	chr9	134200000	134299999	294	9q
15666	chr9	134300000	134399999	294	9q
15667	chr9	134400000	134499999	294	9q
15668	chr9	134500000	134599999	294	9q
15669	chr9	134600000	134699999	294	9q
15670	chr9	134700000	134799999	294	9q
15671	chr9	134800000	134899999	294	9q
15672	chr9	134900000	134999999	294	9q
15673	chr9	135000000	135099999	294	9q
15674	chr9	135100000	135199999	294	9q
15675	chr9	135200000	135299999	294	9q
15676	chr9	135300000	135399999	294	9q
15677	chr9	135400000	135499999	294	9q
15678	chr9	135500000	135599999	294	9q
15679	chr9	135600000	135699999	294	9q
15680	chr9	135700000	135799999	294	9q
15681	chr9	135800000	135899999	293	9q
15682	chr9	135900000	135999999	293	9q
15683	chr9	136000000	136099999	293	9q
15684	chr9	136100000	136199999	293	9q
15685	chr9	136200000	136299999	293	9q
15686	chr9	136300000	136399999	293	9q
15687	chr9	136400000	136499999	293	9q
15688	chr9	136500000	136599999	293	9q
15689	chr9	136600000	136699999	293	9q
15690	chr9	136700000	136799999	293	9q
15691	chr9	136800000	136899999	293	9q
15692	chr9	136900000	136999999	293	9q
15693	chr9	137100000	137199999	293	9q
15694	chr9	137200000	137299999	293	9q
15695	chr9	137300000	137399999	293	9q
15696	chr9	137400000	137499999	293	9q
15697	chr9	137500000	137599999	293	9q
15698	chr9	137600000	137699999	293	9q
15699	chr9	137700000	137799999	293	9q
15700	chr9	137800000	137899999	293	9q
15701	chr9	137900000	137999999	293	9q
15702	chr9	138000000	138099999	293	9q
15703	chr9	138100000	138199999	293	9q
15704	chr9	138200000	138299999	293	9q
15705	chr9	138300000	138399999	293	9q
15706	chr9	138400000	138499999	293	9q
15707	chr9	138500000	138599999	293	9q
15708	chr9	138600000	138699999	293	9q
15709	chr9	138700000	138799999	293	9q
15710	chr9	138800000	138899999	293	9q
15711	chr9	138900000	138999999	293	9q
15712	chr9	139000000	139099999	293	9q
15713	chr9	139300000	139399999	293	9q
15714	chr9	139400000	139499999	293	9q
15715	chr9	139500000	139599999	293	9q
15716	chr9	139600000	139699999	293	9q
15717	chr9	139700000	139799999	293	9q
15718	chr9	139800000	139899999	293	9q
15719	chr9	139900000	139999999	293	9q
15720	chr9	140000000	140099999	293	9q
15721	chr9	140100000	140199999	293	9q
15722	chr9	140200000	140299999	293	9q
15723	chr9	140300000	140399999	293	9q
15724	chr9	140400000	140499999	293	9q
15725	chr9	140500000	140599999	293	9q
15726	chr9	140600000	140699999	293	9q
15727	chr9	140700000	140799999	293	9q
15728	chr9	140800000	140899999	293	9q
15729	chr9	140900000	140999999	293	9q
15730	chr9	141000000	141099999	293	9q
15731	chr10	100000	199999	306	10p
15732	chr10	200000	299999	306	10p
15733	chr10	300000	399999	306	10p
15734	chr10	400000	499999	306	10p
15735	chr10	500000	599999	306	10p
15736	chr10	600000	699999	306	10p
15737	chr10	700000	799999	306	10p
15738	chr10	800000	899999	306	10p
15739	chr10	900000	999999	306	10p
15740	chr10	1000000	1099999	306	10p
15741	chr10	1100000	1199999	306	10p
15742	chr10	1200000	1299999	306	10p
15743	chr10	1300000	1399999	306	10p
15744	chr10	1400000	1499999	306	10p
15745	chr10	1500000	1599999	306	10p
15746	chr10	1600000	1699999	306	10p
15747	chr10	1700000	1799999	306	10p
15748	chr10	1800000	1899999	306	10p
15749	chr10	1900000	1999999	306	10p
15750	chr10	2000000	2099999	306	10p
15751	chr10	2100000	2199999	306	10p
15752	chr10	2200000	2299999	306	10p
15753	chr10	2300000	2399999	306	10p
15754	chr10	2400000	2499999	306	10p
15755	chr10	2500000	2599999	306	10p
15756	chr10	2600000	2699999	306	10p
15757	chr10	2700000	2799999	306	10p
15758	chr10	2800000	2899999	306	10p
15759	chr10	2900000	2999999	306	10p
15760	chr10	3000000	3099999	306	10p
15761	chr10	3100000	3199999	306	10p
15762	chr10	3200000	3299999	306	10p
15763	chr10	3300000	3399999	306	10p
15764	chr10	3400000	3499999	306	10p
15765	chr10	3500000	3599999	306	10p
15766	chr10	3600000	3699999	306	10p
15767	chr10	3700000	3799999	306	10p
15768	chr10	3800000	3899999	306	10p
15769	chr10	3900000	3999999	306	10p
15770	chr10	4000000	4099999	306	10p
15771	chr10	4100000	4199999	306	10p
15772	chr10	4200000	4299999	306	10p
15773	chr10	4300000	4399999	306	10p
15774	chr10	4400000	4499999	306	10p
15775	chr10	4500000	4599999	306	10p
15776	chr10	4600000	4699999	306	10p
15777	chr10	4700000	4799999	306	10p
15778	chr10	4800000	4899999	306	10p
15779	chr10	4900000	4999999	306	10p
15780	chr10	5000000	5099999	306	10p
15781	chr10	5100000	5199999	307	10p
15782	chr10	5200000	5299999	307	10p
15783	chr10	5300000	5399999	307	10p
15784	chr10	5400000	5499999	307	10p
15785	chr10	5500000	5599999	307	10p
15786	chr10	5600000	5699999	307	10p
15787	chr10	5700000	5799999	307	10p
15788	chr10	5800000	5899999	307	10p
15789	chr10	5900000	5999999	307	10p
15790	chr10	6000000	6099999	307	10p
15791	chr10	6100000	6199999	307	10p
15792	chr10	6200000	6299999	307	10p
15793	chr10	6300000	6399999	307	10p
15794	chr10	6400000	6499999	307	10p
15795	chr10	6500000	6599999	307	10p
15796	chr10	6600000	6699999	307	10p
15797	chr10	6700000	6799999	307	10p
15798	chr10	6800000	6899999	307	10p
15799	chr10	6900000	6999999	307	10p
15800	chr10	7000000	7099999	307	10p
15801	chr10	7100000	7199999	307	10p
15802	chr10	7200000	7299999	307	10p
15803	chr10	7300000	7399999	307	10p
15804	chr10	7400000	7499999	307	10p
15805	chr10	7500000	7599999	307	10p
15806	chr10	7600000	7699999	307	10p
15807	chr10	7700000	7799999	307	10p
15808	chr10	7800000	7899999	307	10p
15809	chr10	7900000	7999999	307	10p
15810	chr10	8000000	8099999	307	10p
15811	chr10	8100000	8199999	307	10p
15812	chr10	8200000	8299999	307	10p
15813	chr10	8300000	8399999	307	10p
15814	chr10	8400000	8499999	307	10p
15815	chr10	8500000	8599999	307	10p
15816	chr10	8600000	8699999	307	10p
15817	chr10	8700000	8799999	307	10p
15818	chr10	8800000	8899999	307	10p
15819	chr10	8900000	8999999	307	10p
15820	chr10	9000000	9099999	307	10p
15821	chr10	9100000	9199999	307	10p
15822	chr10	9200000	9299999	307	10p
15823	chr10	9300000	9399999	307	10p
15824	chr10	9400000	9499999	307	10p
15825	chr10	9500000	9599999	307	10p
15826	chr10	9600000	9699999	307	10p
15827	chr10	9700000	9799999	307	10p
15828	chr10	9800000	9899999	307	10p
15829	chr10	9900000	9999999	307	10p
15830	chr10	10000000	10099999	307	10p
15831	chr10	10100000	10199999	308	10p
15832	chr10	10200000	10299999	308	10p
15833	chr10	10300000	10399999	308	10p
15834	chr10	10400000	10499999	308	10p
15835	chr10	10500000	10599999	308	10p
15836	chr10	10600000	10699999	308	10p
15837	chr10	10700000	10799999	308	10p
15838	chr10	10800000	10899999	308	10p
15839	chr10	10900000	10999999	308	10p
15840	chr10	11000000	11099999	308	10p
15841	chr10	11100000	11199999	308	10p
15842	chr10	11200000	11299999	308	10p
15843	chr10	11300000	11399999	308	10p
15844	chr10	11400000	11499999	308	10p
15845	chr10	11500000	11599999	308	10p
15846	chr10	11600000	11699999	308	10p
15847	chr10	11700000	11799999	308	10p
15848	chr10	11800000	11899999	308	10p
15849	chr10	11900000	11999999	308	10p
15850	chr10	12000000	12099999	308	10p
15851	chr10	12100000	12199999	308	10p
15852	chr10	12200000	12299999	308	10p
15853	chr10	12300000	12399999	308	10p
15854	chr10	12400000	12499999	308	10p
15855	chr10	12500000	12599999	308	10p
15856	chr10	12600000	12699999	308	10p
15857	chr10	12700000	12799999	308	10p
15858	chr10	12800000	12899999	308	10p
15859	chr10	12900000	12999999	308	10p
15860	chr10	13000000	13099999	308	10p
15861	chr10	13100000	13199999	308	10p
15862	chr10	13200000	13299999	308	10p
15863	chr10	13300000	13399999	308	10p
15864	chr10	13400000	13499999	308	10p
15865	chr10	13500000	13599999	308	10p
15866	chr10	13600000	13699999	308	10p
15867	chr10	13700000	13799999	308	10p
15868	chr10	13800000	13899999	308	10p
15869	chr10	13900000	13999999	308	10p
15870	chr10	14000000	14099999	308	10p
15871	chr10	14100000	14199999	308	10p
15872	chr10	14200000	14299999	308	10p
15873	chr10	14300000	14399999	308	10p
15874	chr10	14400000	14499999	308	10p
15875	chr10	14500000	14599999	308	10p
15876	chr10	14600000	14699999	308	10p
15877	chr10	14700000	14799999	308	10p
15878	chr10	14800000	14899999	308	10p
15879	chr10	14900000	14999999	308	10p
15880	chr10	15000000	15099999	308	10p
15881	chr10	15100000	15199999	309	10p
15882	chr10	15200000	15299999	309	10p
15883	chr10	15300000	15399999	309	10p
15884	chr10	15400000	15499999	309	10p
15885	chr10	15500000	15599999	309	10p
15886	chr10	15600000	15699999	309	10p
15887	chr10	15700000	15799999	309	10p
15888	chr10	15800000	15899999	309	10p
15889	chr10	15900000	15999999	309	10p
15890	chr10	16000000	16099999	309	10p
15891	chr10	16100000	16199999	309	10p
15892	chr10	16200000	16299999	309	10p
15893	chr10	16300000	16399999	309	10p
15894	chr10	16400000	16499999	309	10p
15895	chr10	16500000	16599999	309	10p
15896	chr10	16600000	16699999	309	10p
15897	chr10	16700000	16799999	309	10p
15898	chr10	16800000	16899999	309	10p
15899	chr10	16900000	16999999	309	10p
15900	chr10	17000000	17099999	309	10p
15901	chr10	17100000	17199999	309	10p
15902	chr10	17200000	17299999	309	10p
15903	chr10	17300000	17399999	309	10p
15904	chr10	17400000	17499999	309	10p
15905	chr10	17500000	17599999	309	10p
15906	chr10	17600000	17699999	309	10p
15907	chr10	17700000	17799999	309	10p
15908	chr10	18200000	18299999	309	10p
15909	chr10	18300000	18399999	309	10p
15910	chr10	18400000	18499999	309	10p
15911	chr10	18500000	18599999	309	10p
15912	chr10	18600000	18699999	309	10p
15913	chr10	18700000	18799999	309	10p
15914	chr10	18800000	18899999	309	10p
15915	chr10	18900000	18999999	309	10p
15916	chr10	19000000	19099999	309	10p
15917	chr10	19100000	19199999	309	10p
15918	chr10	19200000	19299999	309	10p
15919	chr10	19300000	19399999	309	10p
15920	chr10	19400000	19499999	309	10p
15921	chr10	19500000	19599999	309	10p
15922	chr10	19600000	19699999	309	10p
15923	chr10	19700000	19799999	309	10p
15924	chr10	19800000	19899999	309	10p
15925	chr10	19900000	19999999	309	10p
15926	chr10	20000000	20099999	309	10p
15927	chr10	20100000	20199999	309	10p
15928	chr10	20200000	20299999	309	10p
15929	chr10	20300000	20399999	309	10p
15930	chr10	20400000	20499999	309	10p
15931	chr10	20500000	20599999	310	10p
15932	chr10	20600000	20699999	310	10p
15933	chr10	20700000	20799999	310	10p
15934	chr10	20800000	20899999	310	10p
15935	chr10	20900000	20999999	310	10p
15936	chr10	21000000	21099999	310	10p
15937	chr10	21100000	21199999	310	10p
15938	chr10	21200000	21299999	310	10p
15939	chr10	21300000	21399999	310	10p
15940	chr10	21400000	21499999	310	10p
15941	chr10	21500000	21599999	310	10p
15942	chr10	21600000	21699999	310	10p
15943	chr10	21700000	21799999	310	10p
15944	chr10	21800000	21899999	310	10p
15945	chr10	21900000	21999999	310	10p
15946	chr10	22000000	22099999	310	10p
15947	chr10	22100000	22199999	310	10p
15948	chr10	22200000	22299999	310	10p
15949	chr10	22300000	22399999	310	10p
15950	chr10	22400000	22499999	310	10p
15951	chr10	22500000	22599999	310	10p
15952	chr10	22600000	22699999	310	10p
15953	chr10	22700000	22799999	310	10p
15954	chr10	22800000	22899999	310	10p
15955	chr10	22900000	22999999	310	10p
15956	chr10	23000000	23099999	310	10p
15957	chr10	23100000	23199999	310	10p
15958	chr10	23200000	23299999	310	10p
15959	chr10	23300000	23399999	310	10p
15960	chr10	23400000	23499999	310	10p
15961	chr10	23500000	23599999	310	10p
15962	chr10	23600000	23699999	310	10p
15963	chr10	23700000	23799999	310	10p
15964	chr10	23800000	23899999	310	10p
15965	chr10	23900000	23999999	310	10p
15966	chr10	24000000	24099999	310	10p
15967	chr10	24100000	24199999	310	10p
15968	chr10	24200000	24299999	310	10p
15969	chr10	24300000	24399999	310	10p
15970	chr10	24400000	24499999	310	10p
15971	chr10	24500000	24599999	310	10p
15972	chr10	24600000	24699999	310	10p
15973	chr10	24700000	24799999	310	10p
15974	chr10	24800000	24899999	310	10p
15975	chr10	24900000	24999999	310	10p
15976	chr10	25000000	25099999	310	10p
15977	chr10	25100000	25199999	310	10p
15978	chr10	25200000	25299999	310	10p
15979	chr10	25300000	25399999	310	10p
15980	chr10	25400000	25499999	310	10p
15981	chr10	25500000	25599999	311	10p
15982	chr10	25600000	25699999	311	10p
15983	chr10	25700000	25799999	311	10p
15984	chr10	25800000	25899999	311	10p
15985	chr10	25900000	25999999	311	10p
15986	chr10	26000000	26099999	311	10p
15987	chr10	26100000	26199999	311	10p
15988	chr10	26200000	26299999	311	10p
15989	chr10	26300000	26399999	311	10p
15990	chr10	26400000	26499999	311	10p
15991	chr10	26500000	26599999	311	10p
15992	chr10	26600000	26699999	311	10p
15993	chr10	26700000	26799999	311	10p
15994	chr10	26800000	26899999	311	10p
15995	chr10	26900000	26999999	311	10p
15996	chr10	27000000	27099999	311	10p
15997	chr10	27100000	27199999	311	10p
15998	chr10	27200000	27299999	311	10p
15999	chr10	27300000	27399999	311	10p
16000	chr10	27400000	27499999	311	10p
16001	chr10	27500000	27599999	311	10p
16002	chr10	27600000	27699999	311	10p
16003	chr10	27700000	27799999	311	10p
16004	chr10	27800000	27899999	311	10p
16005	chr10	27900000	27999999	311	10p
16006	chr10	28000000	28099999	311	10p
16007	chr10	28100000	28199999	311	10p
16008	chr10	28200000	28299999	311	10p
16009	chr10	28300000	28399999	311	10p
16010	chr10	28400000	28499999	311	10p
16011	chr10	28500000	28599999	311	10p
16012	chr10	28600000	28699999	311	10p
16013	chr10	28700000	28799999	311	10p
16014	chr10	28800000	28899999	311	10p
16015	chr10	28900000	28999999	311	10p
16016	chr10	29000000	29099999	311	10p
16017	chr10	29100000	29199999	311	10p
16018	chr10	29200000	29299999	311	10p
16019	chr10	29300000	29399999	311	10p
16020	chr10	29400000	29499999	311	10p
16021	chr10	29500000	29599999	311	10p
16022	chr10	29600000	29699999	311	10p
16023	chr10	29700000	29799999	311	10p
16024	chr10	29800000	29899999	311	10p
16025	chr10	29900000	29999999	311	10p
16026	chr10	30000000	30099999	311	10p
16027	chr10	30100000	30199999	311	10p
16028	chr10	30200000	30299999	311	10p
16029	chr10	30300000	30399999	311	10p
16030	chr10	30400000	30499999	311	10p
16031	chr10	30500000	30599999	312	10p
16032	chr10	30600000	30699999	312	10p
16033	chr10	30700000	30799999	312	10p
16034	chr10	30800000	30899999	312	10p
16035	chr10	30900000	30999999	312	10p
16036	chr10	31000000	31099999	312	10p
16037	chr10	31100000	31199999	312	10p
16038	chr10	31200000	31299999	312	10p
16039	chr10	31300000	31399999	312	10p
16040	chr10	31400000	31499999	312	10p
16041	chr10	31500000	31599999	312	10p
16042	chr10	31600000	31699999	312	10p
16043	chr10	31700000	31799999	312	10p
16044	chr10	31800000	31899999	312	10p
16045	chr10	31900000	31999999	312	10p
16046	chr10	32000000	32099999	312	10p
16047	chr10	32100000	32199999	312	10p
16048	chr10	32200000	32299999	312	10p
16049	chr10	32300000	32399999	312	10p
16050	chr10	32400000	32499999	312	10p
16051	chr10	32500000	32599999	312	10p
16052	chr10	32600000	32699999	312	10p
16053	chr10	32700000	32799999	312	10p
16054	chr10	32800000	32899999	312	10p
16055	chr10	32900000	32999999	312	10p
16056	chr10	33000000	33099999	312	10p
16057	chr10	33100000	33199999	312	10p
16058	chr10	33200000	33299999	312	10p
16059	chr10	33300000	33399999	312	10p
16060	chr10	33400000	33499999	312	10p
16061	chr10	33500000	33599999	312	10p
16062	chr10	33600000	33699999	312	10p
16063	chr10	33700000	33799999	312	10p
16064	chr10	33800000	33899999	312	10p
16065	chr10	33900000	33999999	312	10p
16066	chr10	34000000	34099999	312	10p
16067	chr10	34100000	34199999	312	10p
16068	chr10	34200000	34299999	312	10p
16069	chr10	34300000	34399999	312	10p
16070	chr10	34400000	34499999	312	10p
16071	chr10	34500000	34599999	312	10p
16072	chr10	34600000	34699999	312	10p
16073	chr10	34700000	34799999	312	10p
16074	chr10	34800000	34899999	312	10p
16075	chr10	34900000	34999999	312	10p
16076	chr10	35000000	35099999	312	10p
16077	chr10	35100000	35199999	312	10p
16078	chr10	35200000	35299999	312	10p
16079	chr10	35300000	35399999	312	10p
16080	chr10	35400000	35499999	312	10p
16081	chr10	35500000	35599999	NA	#N/A
16082	chr10	35600000	35699999	NA	#N/A
16083	chr10	35700000	35799999	NA	#N/A
16084	chr10	35800000	35899999	NA	#N/A
16085	chr10	35900000	35999999	NA	#N/A
16086	chr10	36000000	36099999	NA	#N/A
16087	chr10	36100000	36199999	NA	#N/A
16088	chr10	36200000	36299999	NA	#N/A
16089	chr10	36300000	36399999	NA	#N/A
16090	chr10	36400000	36499999	NA	#N/A
16091	chr10	36500000	36599999	NA	#N/A
16092	chr10	36600000	36699999	NA	#N/A
16093	chr10	36700000	36799999	NA	#N/A
16094	chr10	36800000	36899999	NA	#N/A
16095	chr10	36900000	36999999	NA	#N/A
16096	chr10	37000000	37099999	NA	#N/A
16097	chr10	37100000	37199999	NA	#N/A
16098	chr10	37200000	37299999	NA	#N/A
16099	chr10	37300000	37399999	NA	#N/A
16100	chr10	37400000	37499999	NA	#N/A
16101	chr10	37500000	37599999	NA	#N/A
16102	chr10	37600000	37699999	NA	#N/A
16103	chr10	37700000	37799999	NA	#N/A
16104	chr10	37800000	37899999	NA	#N/A
16105	chr10	37900000	37999999	NA	#N/A
16106	chr10	38000000	38099999	NA	#N/A
16107	chr10	38100000	38199999	NA	#N/A
16108	chr10	38200000	38299999	NA	#N/A
16109	chr10	38300000	38399999	NA	#N/A
16110	chr10	38400000	38499999	NA	#N/A
16111	chr10	38500000	38599999	NA	#N/A
16112	chr10	38600000	38699999	NA	#N/A
16113	chr10	42400000	42499999	NA	#N/A
16114	chr10	42600000	42699999	NA	#N/A
16115	chr10	42800000	42899999	NA	#N/A
16116	chr10	42900000	42999999	NA	#N/A
16117	chr10	43000000	43099999	NA	#N/A
16118	chr10	43100000	43199999	NA	#N/A
16119	chr10	43200000	43299999	NA	#N/A
16120	chr10	43300000	43399999	NA	#N/A
16121	chr10	43400000	43499999	NA	#N/A
16122	chr10	43500000	43599999	NA	#N/A
16123	chr10	43600000	43699999	NA	#N/A
16124	chr10	43700000	43799999	NA	#N/A
16125	chr10	43800000	43899999	NA	#N/A
16126	chr10	43900000	43999999	NA	#N/A
16127	chr10	44000000	44099999	NA	#N/A
16128	chr10	44100000	44199999	NA	#N/A
16129	chr10	44200000	44299999	NA	#N/A
16130	chr10	44300000	44399999	NA	#N/A
16131	chr10	44400000	44499999	NA	#N/A
16132	chr10	44500000	44599999	NA	#N/A
16133	chr10	44600000	44699999	NA	#N/A
16134	chr10	44700000	44799999	NA	#N/A
16135	chr10	44800000	44899999	NA	#N/A
16136	chr10	44900000	44999999	NA	#N/A
16137	chr10	45000000	45099999	NA	#N/A
16138	chr10	45100000	45199999	NA	#N/A
16139	chr10	45200000	45299999	NA	#N/A
16140	chr10	45300000	45399999	NA	#N/A
16141	chr10	45400000	45499999	NA	#N/A
16142	chr10	45500000	45599999	NA	#N/A
